serving_size_raw_mintel,serving_size_raw_loblaws,serving_size_raw_exact_match,name_mintel,name_loblaws,name_exact_match,calories_mintel,calories_loblaws,calories_exact_match,saturatedfat_mintel,saturatedfat_loblaws,saturatedfat_exact_match,sodium_mintel,sodium_loblaws,sodium_exact_match,upc_code,total_match_count
21 g,21 g,True,Parmesan Garlic Flavour Thin Crisps Crackers,"Triscuit Thin Crisps Crackers, Parmesan Garlic",False,90.0,90.0,True,0.0,0.3,False,0.11,0.11,True,66721007520.0,3
19 g,19 g,True,Smoked Gouda Flavour Crackers,"Triscuit Crackers, Smoked Gouda",False,80.0,80.0,True,0.0,0.2,False,0.105,0.1,False,66721007544.0,2
20 g,20 g,True,Sea Salt Corn & Rice Crackers,Good Thin Corn Sea Salt,False,80.0,80.0,True,0.0,0.0,True,0.12,0.12,True,66721008299.0,4
30 g,30 g,True,Minions Honey Cookies,"Snak Pak, Justice League, Honey",False,130.0,130.0,True,0.0,0.4,False,0.09,0.09,True,66721008435.0,3
30 g,30 g,True,Minions Cocoa Cookies,"Snak Pak, Justice League, Cocoa",False,130.0,130.0,True,0.0,0.5,False,0.09,0.09,True,66721008459.0,3
19 g,,False,Garlic & Onion Flavour Woven with Poppy Seeds Crackers,"TRISCUIT with Garlic, Onion & Poppy Seed",False,80.0,,False,0.0,,False,0.07,,False,66721008879.0,0
19 g,,False,Rosemary & Jalapeño Flavoured Crackers Woven with Chia Seeds,"TRISCUIT with Chia Seeds, Rosemary & Jalapeno",False,80.0,,False,0.0,,False,0.1,,False,66721008893.0,0
37 g,37 g,True,Fudge Covered Chocolate Sandwich Cookies,Christie Oreo Fudge Covered Cookies,False,190.0,190.0,True,6.0,6.0,True,0.105,0.105,True,66721009067.0,4
29 g,29 g,True,Cookies,"Oreo, Mini",False,140.0,140.0,True,2.0,2.0,True,0.13,0.13,True,66721011831.0,4
19 g,19 g,True,Crackers,Toppables,False,90.0,90.0,True,0.0,0.3,False,0.16,0.16,True,66721014405.0,3
20 g,20 g,True,Original Vegetable Flavoured Crackers,Vegetable Thins,False,100.0,100.0,True,1.0,1.0,True,0.2,0.2,True,66721020437.0,4
36 g,36 g,True,Chocolate Sandwich Cookies,Mega Stuffed Sandwich Cookies,False,180.0,180.0,True,3.0,3.0,True,0.09,0.09,True,66721025456.0,4
28 g,28 g,True,Peanut Butter Sandwich Cookies,Nutter Butter Peanut Butter,False,130.0,130.0,True,1.0,1.5,False,0.1,0.1,True,66721025654.0,3
355 ml,355 ml,True,Original Tasting Carbonated Drink,Cola  ( Case),False,140.0,140.0,True,,0.0,False,0.025,0.025,True,67000010118.0,3
355 ml,355 ml,True,Original Taste Soft Drink,Coca-Cola (Case),False,140.0,140.0,True,,0.0,False,0.025,0.025,True,67000104831.0,3
355 ml,355 ml,True,Mineralized Treated Water,Purified Water,False,0.0,0.0,True,,0.0,False,,0.0,False,67000106071.0,2
591 ml,591 ml,True,Mixed Berry Flavoured Hydrating Beverage,Zero Mixed Berry (Case),False,0.0,0.0,True,0.0,0.0,True,0.26,0.26,True,67000113086.0,4
355 ml,355 ml,True,Quebec Maple Naturally Flavoured Cola,Naturally Flavoured Cola Quebec  ( Case),False,140.0,140.0,True,,0.0,False,0.025,0.025,True,67000114298.0,3
355 ml,,False,Blueberry + Pomegranate Sparkling Water Beverage,Aha Blueberry Pomegranate,False,0.0,,False,,,False,0.005,,False,67000114342.0,0
355 ml,,False,Peach + Honey Sparkling Water Beverage,Aha Peach Honey,False,0.0,,False,,,False,0.005,,False,67000114397.0,0
83 ml,75 ml,False,Rhubarb Strawberry Pie Filling,"Pie Filling, Rhubarb Strawberry",False,110.0,110.0,True,0.0,0.0,True,0.04,0.04,True,67200003330.0,3
15 ml,per 15 ml,False,Organic Strawberry Spread,Just Fruit Spread Organic Strawberry,False,30.0,30.0,True,,0.0,False,0.01,0.01,True,67275000616.0,2
15 ml,per 15 ml,False,Organic Raspberry Spread,Just Fruit Spread Organic Raspberry,False,30.0,30.0,True,,0.0,False,0.01,0.01,True,67275000623.0,2
250 ml,250 ml,True,Fruit Punch Drink Quencher,"50% Less Sugar, Fruit Punch",False,25.0,50.0,False,,0.0,False,0.01,0.01,True,67311002352.0,2
250 ml,250 ml,True,Acai Grape Flavour Water,Grape Acai Water,False,15.0,15.0,True,,0.0,False,0.01,0.01,True,67311004028.0,3
250 ml,250 ml,True,Lemon Lime Natural Flavour Water,Lemon Lime Water,False,15.0,15.0,True,,0.0,False,0.01,0.01,True,67311004059.0,3
250 ml,250 ml,True,Strawberry Raspberry Flavour Water,Strawberry Raspberry Water,False,15.0,15.0,True,,0.0,False,0.01,0.01,True,67311004097.0,3
200 ml,,False,Strawberry Watermelon Flavoured Water,Strawberry Watermelon Water,False,10.0,,False,,,False,0.005,,False,67311043140.0,0
200 ml,,False,Fruit Burst Flavoured Water,Fruit Drop Water Fruit Burst,False,10.0,,False,,,False,0.005,,False,67311043379.0,0
250 ml,per 250 ml,False,100% Pure Orange Juice with Pulp,"Juice Blend with Pulp, Orange",False,110.0,110.0,True,0.0,0.0,True,0.015,0.015,True,67311083443.0,3
300 ml,per 300 ml,False,Mango-Passion Purée and Juice Blend,"Morning Smoothie , Mango",False,140.0,140.0,True,1.0,1.0,True,0.05,0.05,True,67311467120.0,3
300 ml,per 300 ml,False,Strawberry-Dragon Fruit Purée and Juice Blend,"Morning Smoothie , Strawberry",False,150.0,150.0,True,1.0,1.0,True,0.06,0.06,True,67311467595.0,3
200 ml,per 200 ml,False,Clementine Fruit Juice and Filtered Water Blend,"Hydrafruit, Clementine",False,40.0,40.0,True,0.0,0.0,True,0.005,0.005,True,67311532132.0,3
200 ml,per 200 ml,False,Fruit Fusion Fruit Juice and Filtered Water Blend,Oasis Fruit Punch,False,40.0,40.0,True,0.0,0.0,True,0.005,0.005,True,67311532354.0,3
200 ml,per 200 ml,False,Watermelon Apple Fruit Juice and Filtered Water Blend,Watermelon Apple Juice,False,40.0,40.0,True,0.0,0.0,True,0.005,0.005,True,67311532798.0,3
200 ml,per 200 ml,False,Strawberry Kiwi Fruit Juice and Filtered Water Blend,"Hydrafruit Fruit Juice, Strawberry Kiwi",False,40.0,40.0,True,0.0,0.0,True,0.005,0.005,True,67311532828.0,3
30 g,30 g,True,Soft Surface Ripened Cheese with Washed Rind,Champfleury Washed-Rind Soft Cheese,False,100.0,100.0,True,5.0,5.0,True,0.24,0.24,True,67400000023.0,4
30 g,30 g,True,Camembert Cheese,L'Extra Camembert Cheese,False,90.0,90.0,True,4.0,4.5,False,0.21,0.16,False,67400000184.0,2
33 g,23 g,False,Rusks,Rusks,True,130.0,90.0,False,0.0,1.0,False,0.18,0.135,False,67400030020.0,1
31 g,22 g,False,Mini Toasts with Whole Wheat,Whole Wheat Paris Toasts,False,130.0,80.0,False,0.0,0.5,False,0.14,0.11,False,67400030044.0,0
95 g,95 g,True,Spicy Buffalo Style Chicken Wings,Buffalo Wings Spicy,False,160.0,160.0,True,2.0,2.5,False,1.0,1.14,False,67714003437.0,2
113 g,113 g,True,Chicken Burgers,Chicken Burgers,True,150.0,150.0,True,1.0,1.5,False,0.46,0.46,True,67714004199.0,4
113 g,113 g,True,Beef Burgers,Beef Burger,False,290.0,290.0,True,10.0,10.0,True,0.35,0.35000000000000003,False,67714006728.0,3
72 g,72 g,True,Chicken Strips,Chicken Breast Strips,False,170.0,170.0,True,1.0,1.5,False,0.34,0.34,True,67714007923.0,3
15 ml,15 ml,True,Glaze with Balsamic Vinegar of Modena,Balsamic Glaze,False,35.0,35.0,True,,0.0,False,,0.0,False,67800000807.0,2
125 ml,125 ml,True,Zesty Pasta Sauce,"Pasta Sauce, Zesty",False,70.0,70.0,True,0.0,0.0,True,0.65,0.68,False,67800001743.0,3
125 ml,125 ml,True,Garlic Pasta Sauce,"Pasta Sauce, Garlic",False,60.0,60.0,True,0.0,0.0,True,0.52,0.68,False,67800001767.0,3
125 ml,125 ml,True,Original Pasta Sauce,"Pasta Sauce, Original",False,80.0,80.0,True,0.0,0.1,False,0.62,0.62,True,67800001811.0,3
10 ml,10 ml,True,Extra Light Tasting Olive Oil,"Olive Oil, Extra Light",False,80.0,80.0,True,1.0,1.0,True,,0.0,False,67800002047.0,3
125 ml,125 ml,True,Chick Peas,Chick Peas,True,170.0,170.0,True,0.0,0.3,False,0.32,0.32,True,67800002429.0,4
125 ml,125 ml,True,Lentils,Lentils,True,120.0,120.0,True,0.0,0.0,True,0.34,0.34,True,67800002436.0,5
125 ml,125 ml,True,Lupini Beans,Lupini Beans,True,190.0,190.0,True,1.0,1.0,True,0.96,0.96,True,67800002450.0,5
125 ml,125 ml,True,Romano Beans,Romano Beans,True,130.0,130.0,True,0.0,0.1,False,0.37,0.43,False,67800002481.0,3
125 ml,125 ml,True,Broad Beans,Broad Beans,True,100.0,100.0,True,0.0,0.0,True,0.41,0.41,True,67800002511.0,5
125 ml,125 ml,True,No Added Salt Chick Peas,"Chick Peas, No Salt Added",False,220.0,220.0,True,0.0,0.4,False,0.01,0.01,True,67800002795.0,3
125 ml,125 ml,True,Pinto Beans,Pinto Beans,True,100.0,100.0,True,0.0,0.0,True,0.24,0.24,True,67800002832.0,5
30 g,30 ml,False,Whole Flame Roasted Peppers,"Peppers, Whole Roasted",False,5.0,5.0,True,,0.0,False,0.06,0.09,False,67800006670.0,1
42 g,,False,Level Up Candy Bar,Level Up Single Bar,False,210.0,,False,6.0,,False,0.21,,False,68000796019.0,0
15 g,15 g,True,Cream Cheese Spread,Light Brick Cream Cheese,False,35.0,35.0,True,2.0,2.0,True,0.07,0.07,True,68100011173.0,4
15 g,15 g,True,Original Cream Cheese,Philadelphia Original Brick Cream Cheese,False,50.0,45.0,False,3.0,3.0,True,0.065,0.065,True,68100011258.0,3
56 g,56 g,True,Original Macaroni & Cheese,Original Macaroni & Cheese,True,210.0,210.0,True,1.0,1.0,True,0.37,0.33,False,68100058611.0,4
85 g,50 g,False,Macaroni & Cheese,Original Mac & Cheese Smart Vegetable,False,300.0,180.0,False,1.0,0.5,False,0.51,0.38,False,68100145083.0,0
56 g,56 g,True,Original Macaroni & Cheese,Original Macaroni & Cheese,True,210.0,210.0,True,1.0,1.0,True,0.33,0.33,True,68100893557.0,5
29 g,29 g,True,Sharp Cold Pack Cheddar Cheese Product,Cheese Spread,False,110.0,110.0,True,6.0,6.0,True,0.51,0.51,True,68100895056.0,4
15 g,15 g,True,Garlic & Herb Cream Cheese,Herb & Garlic Cream Cheese,False,40.0,40.0,True,2.0,2.5,False,0.07,0.07,True,68100895940.0,3
15 g,15 g,True,Low Fat Cream Cheese Product,Low Fat Cream Cheese,False,20.0,20.0,True,0.0,0.4,False,0.1,0.1,True,68100895957.0,3
12 g,12 g,True,Chive Cream Cheese,Whipped Chives Cream Cheese,False,35.0,35.0,True,2.0,2.0,True,0.075,0.075,True,68100896503.0,4
15 g,15 g,True,All Natural Peanut Butter + Honey,Only Peanuts All Natural Peanut Butter with Honey,False,80.0,80.0,True,1.0,1.0,True,0.003,0.0,False,68100899795.0,3
15 g,1.0 Tbsp.,False,Extra Roasted Flavour Peanut Butter,Extra Roasted Peanut Butter,False,80.0,80.0,True,1.0,1.0,True,0.065,0.065,True,68100902778.0,3
28 g,28 g,True,Dark Chocolate & Salted Caramel Gourmet Selection,NaturSource Gourmet Sélection Dark Chocolate & Salted Caramel,False,160.0,160.0,True,2.0,2.0,True,0.105,0.105,True,68110032021.0,4
28 g,,False,Dark Chocolate & Wild Blueberry Premium Trail Mix,So Smart,False,130.0,,False,2.0,,False,0.12,,False,68110032038.0,0
28 g,28 g,True,Sriracha Crunch Salad Topper,NaturSource Crunch Sriracha Salad Topper,False,150.0,150.0,True,1.0,1.0,True,0.08,0.08,True,68110140627.0,4
28 g,,False,Tamari Premium Almonds,Tamari Almonds,False,160.0,,False,1.0,,False,0.17,,False,68110230724.0,0
28 g,28 g,True,Crunchy Salad Topper,NaturSource Crunch Salad Topper,False,150.0,150.0,True,1.0,1.0,True,0.13,0.13,True,68110240624.0,4
28 g,,False,Crunchy Coconut Flavoured Mixed Nuts,Crunchy Coconut,False,150.0,,False,1.0,,False,0.12,,False,68110330523.0,0
28 g,,False,Pecan Pie Flavoured Mixed Nuts,Pecan Pie Flavoured Nut Mix,False,140.0,,False,1.0,,False,0.18,,False,68110330615.0,0
28 g,28 g,True,Olive Oil & Sea Salt Premium Almonds,Olio d'Oliva Almonds,False,160.0,160.0,True,1.0,1.0,True,0.25,0.25,True,68110330820.0,4
28 g,28 g,True,Maple Almonds,NaturSource Maple Almonds,False,150.0,150.0,True,0.0,0.5,False,0.0,0.0,True,68110337829.0,3
28 g,28 g,True,Original Salad Topper,NaturSource Original Salad Topper,False,150.0,150.0,True,1.0,1.5,False,0.055,0.055,True,68110340423.0,3
28 g,,False,Salad Topper,Organic Salad Topper Smart Life,False,140.0,,False,1.0,,False,0.07,,False,68110940128.0,0
93 ml,,False,Strawberry Drinkable Yogurt,Organic Kids Drink Strawberry,False,45.0,,False,0.0,,False,0.035,,False,68200162508.0,0
93 ml,,False,Original Strawberry Kefir Probiotic Drinkable Yogourt,Drinkable Kefir Strawberry,False,60.0,,False,1.0,,False,0.035,,False,68200311814.0,0
110 g,,False,Strawberry Icelandic Skyr Thick Yogurt,"Skyr Strawberry, 2% M.F.",False,100.0,,False,1.0,,False,0.03,,False,68200325200.0,0
110 g,,False,Vanilla Icelandic Skyr Thick Yogurt,"Skyr Vanilla, 2% M.F.",False,100.0,,False,1.0,,False,0.03,,False,68200325217.0,0
110 g,,False,Coconut Icelandic Skyr Thick Yogurt,"Skyr Coconut ,2% M.F.",False,110.0,,False,3.0,,False,0.03,,False,68200325224.0,0
175 g,,False,Plain Kefir Probiotic Balkan Yogurt,Original Kefir Probiotic Yogourt Plain,False,105.0,,False,3.0,,False,0.075,,False,68200325408.0,0
175 g,,False,Vanilla Kefir Probiotic Balkan Yogurt,Original Kefir Probiotic Yogourt Vanilla,False,160.0,,False,3.0,,False,0.075,,False,68200325415.0,0
175 g,,False,Kefir Probiotic Balkan Yogurt with Strawberry on the Bottom,Original Kefir Probiotic Yogourt Fruit on the Bottom Strawberry,False,150.0,,False,3.0,,False,0.075,,False,68200325422.0,0
250 ml,,False,2% Partly Skimmed Milk,Lactantia Ultpur Milk Botl,False,140.0,,False,3.0,,False,0.09,,False,68200466125.0,0
250 ml,,False,1% Fat Chocolate Flavour Partly Skimmed Milk,"Ultra P?r Dairy Product Chocolate, 1% M.F.",False,160.0,,False,1.0,,False,0.17,,False,68200466170.0,0
20 g,,False,Monterey Jack Natural Cheese Slices,Natural Monterrey Jack Cheese Slices,False,70.0,,False,3.0,,False,0.14,,False,68200811536.0,0
20 g,,False,Old Cheddar Natural Cheese Slices,Bd Nat Cheddar White Old Slc,False,80.0,,False,4.0,,False,0.14,,False,68200811543.0,0
20 g,,False,Medium Cheddar Natural Cheese Slices,Natural Cheddar Cheese Slices Medium,False,80.0,,False,4.0,,False,0.135,,False,68200811550.0,0
20 g,20 g,True,Gouda Natural Cheese Slices,"Natural Cheese Slices, Gouda",False,80.0,80.0,True,4.0,4.0,True,0.14,0.14,True,68200811666.0,4
20 g,,False,Marble Cheddar Natural Cheese Slices,"Natural Cheese Slices Marble Cheddar, 12 Slices ,32% M.F.",False,80.0,,False,4.0,,False,0.135,,False,68200815565.0,0
30 g,30 g,True,Marinated Fresh Mozzarella,"Fresh Mozzarella, Marinated",False,140.0,70.0,False,3.0,3.0,True,0.1,0.11,False,68200864150.0,2
30 g,30 g,True,Pizza Mozzarella Cheese,Galbani Pizza Mozzarella,False,90.0,90.0,True,4.0,4.0,True,0.24,0.24,True,68200864204.0,4
30 g,,False,Old Cheddar Fort Cubes,BlaDiamond Cubes Wte Old,False,120.0,,False,6.0,,False,0.22,,False,68200885131.0,0
21 g,21 g,True,Pizza Mozzarella Cheese,"Cheestrings, Mozzarella",False,60.0,60.0,True,2.0,2.5,False,0.17,0.17,True,68200889177.0,3
21 g,,False,Lactose Free Pizza Mozzarella Cheese,Fromage Ficello au mozzarella sans lactose,False,60.0,,False,2.0,,False,0.15,,False,68200945347.0,0
15 ml,15 ml,True,Avocado Oil Mayonnaise Type Dressing,Avocado Lime Dressing,False,60.0,60.0,True,0.0,0.5,False,0.11,0.11,True,68400000525.0,3
47 g,47 g,True,Spinach Florentine with Penne Pasta,Selects Spinach Gluten Free Pasta,False,180.0,180.0,True,1.0,1.5,False,0.44,0.44,True,68400000600.0,3
1 g,,False,Garam Masala Seasoning Blend,Knorr Garam Masala Seasng,False,0.0,,False,,,False,,,False,68400001089.0,0
1 g,,False,Berbere Seasoning Blend,Mélange d'assaisonnement Berbère,False,0.0,,False,,,False,,,False,68400001102.0,0
1 g,,False,Za'atar Seasoning Blend,Seasoning Blend Zaatar,False,0.0,,False,,,False,0.005,,False,68400001126.0,0
1 g,,False,Shichimi Togarashi Seasoning Blend,Seasoning Blend Shichimi Togarashi,False,0.0,,False,,,False,,,False,68400001140.0,0
30 ml,30 ml,True,Tartar Sauce,Tartar Sauce,True,80.0,80.0,True,1.0,1.0,True,0.3,0.3,True,68400001317.0,5
15 ml,,False,Sesame Ginger Mayonnaise Style Sauce,Sesame Ginger Sauce,False,35.0,,False,0.0,,False,0.095,,False,68400001706.0,0
21 g,21 g,True,Chicken Noodle Soup Mix,Chicken Noodle Dry Soup Mix,False,80.0,80.0,True,0.0,0.4,False,0.78,0.78,True,68400014294.0,3
15 ml,15 ml,True,Olive Oil Mayonnaise,Mayonnaise Olive Oil,False,100.0,100.0,True,1.0,1.0,True,0.09,0.09,True,68400142157.0,4
15 ml,15 ml,True,Light Olive Oil Mayonnaise Type Dressing,Light Olive Oil Mayonnaise,False,50.0,50.0,True,0.0,0.5,False,0.115,0.115,True,68400158066.0,3
15 ml,15 ml,True,Real Mayonnaise,"Mayonnaise for sandwiches, salads, and burgers Real Gluten-Free, Kosher",False,100.0,100.0,True,1.0,1.0,True,0.095,0.095,True,68400616207.0,4
15 ml,15 ml,True,Half the Fat Mayonnaise Type Dressing,Mayonnaise Type Dressing Light 1/2 Fat,False,40.0,40.0,True,0.0,0.3,False,0.115,0.115,True,68400616603.0,3
15 ml,15 ml,True,Mayonnaise,Organic Mayo,False,100.0,100.0,True,1.0,1.5,False,0.09,0.09,True,68400657026.0,3
15 ml,15 ml,True,Real Mayonnaise,Mayonnaise Real,False,100.0,100.0,True,1.0,1.0,True,0.095,0.095,True,68400662600.0,4
15 ml,15 ml,True,Half the Fat Mayonnaise Type Dressing,Mayonnaise Light 1/2 Fat,False,40.0,40.0,True,0.0,0.3,False,0.115,0.115,True,68400662709.0,3
15 ml,15 ml,True,Olive Oil Mayonnaise,Mayonnaise for sandwiches and salads Olive Oil gluten-free,False,100.0,100.0,True,1.0,1.0,True,0.09,0.09,True,68400662808.0,4
10 ml,10 ml,True,3 Oil Blend,Olive Plus,False,80.0,120.0,False,1.0,1.5,False,,0.0,False,68400694120.0,1
40 g,40 g,True,Dark Chocolate with Berry Medley Crunchy Clusters,Dark Chocolate Crunchy Clusters,False,190.0,190.0,True,7.0,7.0,True,0.09,0.09,True,68437384162.0,4
40 g,40 g,True,Pomegranate Flavoured Dark Chocolate,Dark Chocolate Pomegranate,False,170.0,170.0,True,4.0,4.5,False,0.06,0.06,True,68437389402.0,3
40 g,40 g,True,Açai & Blueberry Flavoured Dark Chocolate,Dark Chocolate  Acai & Blueberry,False,170.0,170.0,True,4.0,5.0,False,0.05,0.05,True,68437389778.0,3
75 g,43 g,False,12 Grain 100% Whole Grain Bread,Whole Grains Bread 12 Grain,False,190.0,120.0,False,0.0,0.4,False,0.27,0.15,False,68721722342.0,0
50 g,50 g,True,Organic Twist of Lime Tortilla Chips,"Tortilla Chips, Thin & Crispy, Twist of Lime",False,250.0,250.0,True,1.0,1.0,True,0.135,0.135,True,68826166102.0,4
50 g,50 g,True,Organic Sweet & Spicy Ranch Tortilla Chips,Organic Vegan Sweet & Spicy Tortilla Chips,False,240.0,240.0,True,1.0,1.0,True,0.21,0.24,False,68826166188.0,3
50 g,50 g,True,Red Corn Tortilla Chips,Red Corn Tortilla Chips,True,250.0,250.0,True,1.0,1.0,True,0.08,0.08,True,68826176019.0,5
50 g,,False,Organic Korean BBQ Tortilla Chips,Thin and Crispy Korean BBQ Chips,False,240.0,,False,1.0,,False,0.21,,False,68826206112.0,0
50 g,,False,Grain Free Sea Salt Tortilla Chips,Qupa Grain Free Salted Chips,False,240.0,,False,1.0,,False,0.135,,False,68826212564.0,0
30 g,30 g,True,Classic Flavourful Feta Cubes,Feta Cheese Cubes,False,80.0,80.0,True,4.0,4.0,True,0.49,0.49,True,68966100257.0,4
355 ml,per 355 mL,False,Raspberry Iced Tea,Brisk Raspberry Iced Tea,False,80.0,80.0,True,,0.0,False,0.08,0.08,True,69000008188.0,2
222 ml,222 ML,False,Cola Flavoured Soft Drink,Pepsi Soda (Case),False,100.0,100.0,True,,0.0,False,0.01,0.01,True,69000149027.0,2
222 ml,,False,Cola Flavoured Soft Drink,Blackberry,False,100.0,,False,,,False,0.01,,False,69000158197.0,0
473 ml,,False,Lime Sparkling Water Beverage,Sparkling Water Limebubly,False,0.0,,False,,,False,0.0,,False,69000158265.0,0
473 ml,,False,Cherry Sparkling Water Beverage,Sparkling Water Cherrybubly,False,0.0,,False,,,False,0.0,,False,69000158289.0,0
473 ml,,False,Grapefruit Sparkling Water Beverage,Sparkling Water Grapefruit,False,0.0,,False,,,False,0.0,,False,69000158302.0,0
340 ml,,False,Lemon Flavour Iced Tea,Lemon Iced Tea,False,60.0,,False,,,False,0.095,,False,69000158319.0,0
340 ml,,False,Peach Flavour Iced Tea,Peach Iced Tea,False,60.0,,False,,,False,0.07,,False,69000158333.0,0
405 ml,,False,Mocha Almond Beverage Coffee Drink,Almond Mocha Frappuccino,False,170.0,,False,0.0,,False,0.12,,False,69000158395.0,0
100 g,100 g,True,3 Cheese Flavour Pizza Snacks,"Pizza Pops, Three Cheese",False,260.0,260.0,True,3.0,3.0,True,0.53,0.51,False,69052204699.0,3
100 g,100 g,True,Pepperoni Pizza Snacks,"Pizza Pops, Pepperoni",False,260.0,260.0,True,2.0,2.5,False,0.57,0.55,False,69052265850.0,2
30 g,30 g,True,Haloumi Grilling Cheese with Mediterranean Spices,Haloumi Med Spices,False,100.0,0.0,False,5.0,5.0,True,0.53,0.53,True,69143417373.0,3
30 g,30 g,True,Haloumi Plain Grilling Cheese,Grilling Cheese Plain,False,100.0,90.0,False,5.0,4.5,False,0.53,0.53,True,69143417380.0,2
30 g,30 g,True,Haloumi Grilling Cheese with Jalapeno,Haloumi Jalapeno,False,100.0,90.0,False,5.0,4.5,False,0.53,0.53,True,69143417397.0,2
68 g,1.0 pogo,False,Maple Flavoured Sausage in Biscuit Batter,Sausage Maple,False,190.0,190.0,True,3.0,3.0,True,0.48,0.48,True,69192000502.0,3
28 g,28 g,True,Spicy Pepperoni,Pepperoni Spicy,False,110.0,110.0,True,4.0,4.0,True,0.4,0.38,False,69401007681.0,3
30 ml,30 ml,True,Italian Vinaigrette,Vinaigrette Italian,False,120.0,110.0,False,1.0,1.5,False,0.25,0.17,False,69593120847.0,1
30 ml,30 ml,True,Greek Vinaigrette,Orphée Vinaigrette Greek,False,90.0,100.0,False,1.0,1.5,False,0.22,0.25,False,69593121400.0,1
30 g,30 g,True,Roasted Red Peppers,"Red Peppers, Roasted",False,10.0,15.0,False,0.0,0.0,True,0.13,0.085,False,69694010122.0,2
,,False,Lemon & Ginger Herbal Tea,20ct Lemon & Ginger,False,,,False,,,False,,,False,70177152635.0,0
43 g,43 g,True,Ranch Veggie Dip Singles,"Veggie Dip, Ranch Snack Pack",False,110.0,160.0,False,3.0,4.5,False,0.26,0.31,False,70200002296.0,1
43 g,43 g,True,Light Ranch Veggie Dip Singles,"Snack Pack, Lite Ranch",False,60.0,100.0,False,2.0,1.5,False,0.29,0.35000000000000003,False,70200540620.0,1
57 g,57 g,True,Old Fashioned Caramel Dip,"Fruit Snack Pack, Caramel Dip",False,210.0,210.0,True,3.0,3.5,False,0.1,0.1,True,70200588172.0,3
39 g,,False,Organic Milk Chocolate with 37% Cocoa,GBLK ORGANIC MILK CHOCOLATE,False,220.0,,False,8.0,,False,0.035,,False,70221011109.0,0
30 g,30 g,True,Cinnamon Cereal,Barbara's Cinnamon Puffins Cereal,False,90.0,90.0,True,0.0,0.1,False,0.15,0.15,True,70617204610.0,3
,2.0 g,False,Lemon Zinger Herbal Tea,Lemon Zinger Herbal Tea,True,,0.0,False,,0.0,False,,0.0,False,70734053177.0,1
,,False,Bengal Spice Herbal Tea,Bengal Spice Herbal Tea,True,,,False,,,False,,,False,70734053283.0,1
,1.0 TEA,False,Wild Berry Zinger Herbal Tea,Wild Berry Zinger Herbal Tea,True,,0.0,False,,0.0,False,,0.0,False,70734053351.0,1
,,False,Ginger Turmeric Herbal Tea,Organic Ginger & Turmeric Herbal Tea,False,,,False,,,False,,,False,70734538179.0,0
,,False,Chamomile Lavender Herbal Tea,Organic Chamomile & Lavender Herbal Tea,False,,,False,,,False,,,False,70734538186.0,0
