serving_size_raw_mintel,serving_size_raw_loblaws,serving_size_raw_exact_match,name_mintel,name_loblaws,name_exact_match,calories_mintel,calories_loblaws,calories_exact_match,saturatedfat_mintel,saturatedfat_loblaws,saturatedfat_exact_match,sodium_mintel,sodium_loblaws,sodium_exact_match,sugar_mintel,sugar_loblaws,sugar_exact_match,upc_code,total_match_count,date
473ml,,False,Natural Spring Water with Ozone,"Canadian Spring Water, Resealable Can",False,0.0,,False,,,False,0.0,,False,0.0,,False,627843980759.0,0,July '22
125g,,False,Honey BBQ Flavour Marinated Beef Short Ribs,Korean Barbeque Short Ribs,False,410.0,,False,15.0,,False,0.58,,False,8.0,,False,627907093654.0,0,July '22
75g,75g,True,Organic Extra Firm Sprouted Tofu,Sprouted Tofu Extra Firm,False,80.0,80.0,True,0.5,0.5,True,0.003,0.003,True,0.0,0.0,True,628025016136.0,5,July '22
71g,71g,True,Mushroom & Wild Rice Burgers,Mushroom Rice Burger,False,60.0,90.0,False,0.1,0.2,False,0.3,0.29,False,1.0,0.0,False,628025019250.0,1,July '22
71g,71g,True,Sprouted Quinoa Chia Burger,Sprouted Quinoa Chia Burger,True,110.0,120.0,False,0.3,0.4,False,0.27,0.28,False,1.0,6.0,False,628025019311.0,2,July '22
60ml,,False,Sweet Chili Corn Salsa,BBQ Corn Salsa Sweet Chili,False,80.0,,False,0.0,,False,0.42,,False,12.0,,False,628055478010.0,0,July '22
15ml,,False,Blueberry Merlot Steak Sauce,"BBQ Steak Sauce, Blueberry Merlot",False,25.0,,False,0.0,,False,0.06,,False,3.0,,False,628055478027.0,0,July '22
30ml,,False,Bigfoot Bold BBQ Sauce,Bow Valley BBQ Sauce Bigfood Bold,False,40.0,,False,0.1,,False,0.2,,False,6.0,,False,628055478034.0,0,July '22
30ml,,False,Winged Buffalo Hot Sauce,Bow Valley Hot Sauce Wing Buffalo,False,35.0,,False,0.1,,False,0.51,,False,7.0,,False,628055478041.0,0,July '22
39g,39g,True,Coconut Chocolate Chip Flavoured Snack Bar,Coconut Chocolate Chip,False,190.0,190.0,True,7.0,7.0,True,0.1,0.1,True,2.0,2.0,True,628055997009.0,5,July '22
39g,,False,Peanut Butter Chocolatey Flavour Snack Bars,Peanut Butter Chocolatey,False,200.0,,False,6.0,,False,0.11,,False,1.0,,False,628055997214.0,0,July '22
39g,,False,Mint Chocolate Chip Flavour Snack Bars,Mint Chocolate Chip,False,190.0,,False,7.0,,False,0.11,,False,2.0,,False,628055997238.0,0,July '22
39g,,False,Peanut Butter and Jam Flavour Plant Based Snack Bars,Peanut Butter and Jam Keto Bar,False,200.0,,False,7.0,,False,0.115,,False,1.0,,False,628055997405.0,0,July '22
39g,,False,Chocolate Chip Cookie Dough Flavour Plant Based Snack Bars,"Chocolate Chip Cookie Dough Keto Bar , 4 Pack",False,190.0,,False,8.0,,False,0.04,,False,2.0,,False,628055997429.0,0,July '22
20g,,False,Mixed Berry Snack Bars,"Probiotic Bars, Mixed Berry",False,80.0,,False,0.0,,False,0.03,,False,2.0,,False,628110014429.0,0,July '22
20g,,False,Double Chocolate Snack Bars,"Probiotic Bars, Double Chocolate Peanut Free",False,90.0,,False,1.0,,False,0.03,,False,3.0,,False,628110014436.0,0,July '22
100g,100g,True,Rice Shaped Organic Shirataki with Oat Fibr,Rice Oat,False,15.0,30.0,False,0.0,0.0,True,0.005,0.005,True,0.0,0.0,True,628110422552.0,4,July '22
100g,100g,True,Organic Shirataki Penne Pasta with Oat Fibre,Penne Oat,False,15.0,30.0,False,0.0,0.0,True,0.005,0.005,True,0.0,0.0,True,628110422576.0,4,July '22
55g,55g,True,Original Cereal,Shreddies Original Cereal,False,200.0,200.0,True,0.2,0.2,True,0.2,0.2,True,9.0,9.0,True,628154011712.0,5,July '22
53g,30g0,False,Honey Roasted Cereal,Honey Bunches of Oats Honey Roasted Cereal,False,210.0,120.0,False,0.3,0.2,False,0.22,0.14,False,11.0,6.0,False,628154048756.0,0,July '22
41g,28g,False,S'mores Cereal,Post Honey Maid Cereal S'mores,False,160.0,110.0,False,0.3,0.2,False,0.28,0.19,False,17.0,12.0,False,628154295693.0,0,July '22
151g,,False,Cauliflower Crust Margherita Pizza,Whole Veggie Pizza Margherita,False,270.0,,False,2.5,,False,0.68,,False,3.0,,False,628250511109.0,0,July '22
83g,,False,Buffalo Cauliflower,Vegan Buffalo Cauliflower Wings,False,140.0,,False,0.5,,False,0.23,,False,1.0,,False,628250511253.0,0,July '22
83g,,False,Ranch Cauliflower,Vegan Cauliflower Wings,False,140.0,,False,0.5,,False,0.23,,False,1.0,,False,628250511260.0,0,July '22
84g,,False,Kung Pao Broccoli,Kung Pao Vegan Broccoli,False,120.0,,False,0.3,,False,0.29,,False,1.0,,False,628250511277.0,0,July '22
75g,75g,True,Gluten Free Quattro Formaggi Hand Stretched Stone Baked Pizza,Pizza Oggi Quattro Formaggi,False,170.0,150.0,False,2.5,2.0,False,0.33,0.37,False,1.0,2.0,False,628451684459.0,1,July '22
30g,,False,"Pear, Date & Cognac Chutney","Snwd Pear, Date & Cognac Chtny",False,70.0,,False,,,False,,,False,17.0,,False,628520323005.0,0,July '22
30g,,False,Spiced Tomato & Vodka Chutney,Snwd Spcd Tom & Vodka Chutney,False,60.0,,False,,,False,,,False,13.0,,False,628520323029.0,0,July '22
50g,50g,True,Gourmet Brownie Squares,Gourmet Brownie Squares,True,190.0,190.0,True,3.0,3.0,True,0.14,0.14,True,14.0,14.0,True,628834878338.0,6,July '22
140g,,False,Peaches Yogurt,3.2% Canadian Harvest Peach Yogurt,False,120.0,,False,2.5,,False,0.075,,False,12.0,,False,629025410399.0,0,July '22
140g,,False,Raspberries-Cranberries Yogurt,3.2% Canadian Harvest Raspberry-Cranberry Yogurt,False,120.0,,False,2.5,,False,0.075,,False,11.0,,False,629025410405.0,0,July '22
175g,,False,Cherry Yogurt,3.2% Canadian Harvest Cherry Yogurt,False,150.0,,False,3.0,,False,0.09,,False,14.0,,False,629025410429.0,0,July '22
175g,,False,Blueberry Yogurt,3.2% Canadian Harvest Blueberry Yogurt,False,150.0,,False,3.0,,False,0.085,,False,14.0,,False,629025410436.0,0,July '22
175g,,False,Plain Yogurt,3.8% Canadian Harvest Plain Yogurt,False,130.0,,False,4.0,,False,0.095,,False,6.0,,False,629025410443.0,0,July '22
175g,,False,Maple Syrup Yogurt,3.2% Canadian Harvest Maple Syrop Yogurt,False,150.0,,False,3.0,,False,0.09,,False,14.0,,False,629025410450.0,0,July '22
175g,100g,False,Strawberry Yogurt 0%,"Yogurt, Strawberry 0%",False,100.0,35.0,False,0.0,0.0,True,0.09,0.05,False,14.0,4.0,False,629025420077.0,1,July '22
,,False,Decaffeinated Dark Coffee,"Organic Dark Roast, Swiss Water Process Decaf",False,,,False,,,False,,,False,,,False,629070100146.0,0,July '22
,,False,454 Horse Power Dark Ground Coffee,Organic Dark 454 Horse Power,False,,,False,,,False,,,False,,,False,629070900159.0,0,July '22
300ml,300ml,True,Blue Lemonade Organic Probiotic Hydrator Drink,Probiotic Hydrator Blue Lemonade,False,15.0,15.0,True,0.0,0.0,True,0.01,0.01,True,3.0,3.0,True,629118200012.0,5,July '22
340ml,,False,Ultraviolet Organic Kombucha,Greenhouse Kombucha Ultraviolet Organic,False,35.0,,False,0.0,,False,0.0,,False,8.0,,False,629118400054.0,0,July '22
44g,44G,False,Caramel Chocolaty Nut Roll Protein Bars,"Advantage, Caramel Chocolate Nut Roll",False,180.0,180.0,True,5.0,5.0,True,0.19,0.19,True,2.0,2.0,True,637480015134.0,4,July '22
36g,28g,False,Chewy Fudge Brownie Mix,Chewy Fudge Brownie Mix,True,150.0,110.0,False,1.5,1.0,False,0.125,0.1,False,20.0,16.0,False,644209021345.0,1,July '22
43g,43g,True,Spice Cake Mix,"Cake Mix, Spice",False,170.0,170.0,True,2.5,1.0,False,0.35,0.27,False,18.0,19.0,False,644209022120.0,2,July '22
38g,38g,True,Angel Food Cake Mix,"Cake Mix, Angel Food",False,140.0,140.0,True,0.0,0.0,True,0.28,0.27,False,23.0,23.0,True,644209022205.0,4,July '22
35g,35g,True,Creamy Milk Chocolate Frosting,"Creamy Home-Style Frosting, Milk Chocolate",False,130.0,140.0,False,2.5,1.5,False,0.09,0.09,True,19.0,20.0,False,644209022250.0,2,July '22
35g,35g,True,Creamy Chocolate Frosting,"Creamy Home-Style, Chocolate",False,130.0,140.0,False,2.5,1.5,False,0.1,0.1,True,19.0,19.0,True,644209022274.0,3,July '22
35g,35g,True,Creamy Cream Cheese Frosting,"Creamy Home-Style, Cream Cheese",False,140.0,140.0,True,2.5,1.5,False,0.07,0.07,True,22.0,22.0,True,644209022298.0,4,July '22
200ml,200ml,True,Organic Apple Juice Drink,Kids Juice Drink from Concentrate Apple Organic,False,40.0,40.0,True,0.0,0.0,True,0.015,0.015,True,9.0,9.0,True,657622013002.0,5,July '22
200ml,200ml,True,Organic Fruit Punch Juice Drink,Kids Juice Drink from Concentrate Fruit Punch Organic,False,40.0,40.0,True,0.0,0.0,True,0.015,0.015,True,9.0,9.0,True,657622013019.0,5,July '22
200ml,200ml,True,Organic Berry Lemonade Juice Drink,Kids Juice Drink from Concentrate Berry Lemonade Organic,False,40.0,40.0,True,0.0,0.0,True,0.015,0.015,True,9.0,9.0,True,657622013026.0,5,July '22
40g,40g,True,Organic Sliced Dried Cranberries,Organic Classic Sweetened Dried Cranberries Halves,False,130.0,130.0,True,0.0,0.0,True,0.002,0.0,False,26.0,29.0,False,662166551668.0,3,July '22
40g,40g,True,Organic Dried Cranberries,Organic Classic Dried Cranberries Sweetened with Apple Juice Halves,False,130.0,130.0,True,0.0,0.0,True,0.01,0.01,True,23.0,27.0,False,662166551774.0,4,July '22
50g,,False,Moka Moments Active Blend,Active Blend Moka Moments Organic,False,240.0,,False,4.0,,False,0.002,,False,18.0,,False,662166552078.0,0,July '22
6g,,False,Candy,"Halloween Monster Mx, 1.75Kg",False,20.0,,False,0.0,,False,0.0,,False,9.0,,False,662572582751.0,0,July '22
15g,15G,False,Classic Hot Chocolate Mix K-Cup Pods,Laura Secord Hot Chocolate Mix,False,60.0,60.0,True,1.5,1.5,True,0.18,0.18,True,9.0,9.0,True,663447217907.0,4,July '22
,,False,Espresso Dark Roast Whole Bean Arabica Coffee,McCafe Whole Bean Espresso,False,,,False,,,False,,,False,,,False,663447608200.0,0,July '22
100g,110g,False,Seafood Mix,Seafood Medley,False,60.0,60.0,True,0.2,0.2,True,0.24,0.24,True,0.0,0.0,True,663925101056.0,4,July '22
20g,20g,True,Honey with Royal Jelly,Honey with Royal Jelly,True,60.0,60.0,True,,0.0,False,0.001,0.001,True,16.0,16.0,True,664319100037.0,5,July '22
20g,14g,False,Buckwheat Honey,Buckwheat Honey,True,60.0,45.0,False,,0.0,False,0.001,0.001,True,16.0,12.0,False,664319500066.0,2,July '22
,,False,Yeast Extract,Marmite,False,,,False,,,False,,,False,,,False,667803001506.0,0,July '22
60g,60g,True,Cheese Crisps,GRANAROLO CHEESE CRISPS,False,340.0,340.0,True,17.0,17.0,True,0.38,0.38,True,0.0,0.0,True,670346380403.0,5,July '22
60g,60g,True,Tomato and Herbs Cheese Crisps,GRANAROLO CHEESE CRISPS TOMATO,False,350.0,350.0,True,17.0,17.0,True,0.48,0.48,True,0.0,0.0,True,670346385699.0,5,July '22
13g,13g,True,Rice Paper Sheets,Rice Paper Sheets,True,45.0,45.0,True,0.0,0.0,True,0.125,0.125,True,0.0,0.0,True,670452888107.0,6,July '22
44g,,False,Chocolate Maple Hazelnut Flavour Bar,Maple Hazelut Bar,False,240.0,,False,6.0,,False,0.08,,False,1.0,,False,670834002138.0,0,July '22
48g,,False,Blueberry Lemon Bar,Key-To Life Bar - Blueberry Lemon,False,270.0,,False,8.0,,False,0.085,,False,1.0,,False,670834002145.0,0,July '22
44g,,False,Red Velvet Flavour Bar,Key-To Life Bar - Red Velvet,False,240.0,,False,6.0,,False,0.045,,False,1.0,,False,670834002152.0,0,July '22
15ml,5.0ml,False,Oyster Sauce,Oyster Sauce,True,20.0,5.0,False,0.1,0.0,False,0.42,0.125,False,4.0,1.0,False,672774014226.0,1,July '22
60ml,,False,Peanut Satay Sauce,Blue Dragon Satay Sauce,False,130.0,,False,0.5,,False,0.2,,False,9.0,,False,672774105955.0,0,July '22
20g,20g,True,"Organic Pumpkin, Quinoa & Flax Seeds Dark Chocolate ClustersPumpkin, Quinoa & Flax Seeds Dark Chocolate Clusters","Organic Dark Chocolate Clusters with Pumpkin, Quinoa, & Flax Seeds",False,110.0,110.0,True,5.0,5.0,True,0.025,0.025,True,3.0,3.0,True,677210090550.0,5,July '22
100g,100g,True,Organic Raw & Easy-Peel Large Black Tiger Shrimp,Shrimp Organic Large Black Tiger,False,70.0,70.0,True,0.1,0.1,True,0.33,0.33,True,0.0,0.0,True,678044002207.0,5,July '22
100g,100g,True,Organic Raw Large Black Tiger Shrimp,Shrimp Organic Large Black Tiger,False,70.0,70.0,True,0.1,0.1,True,0.33,0.33,True,0.0,0.0,True,678044002221.0,5,July '22
100g,100g,True,Raw and Easy Peel Wild Argentinian Shrimp,Green Ocean Go Wild Argentinian Shrimp Jumbo,False,100.0,100.0,True,0.0,0.0,True,0.28,0.28,True,0.0,0.0,True,678044002276.0,5,July '22
100g,100g,True,"Raw, Peeled & Deveined Wild Argentinian Shrimp","Go Wild, Wild Argentinian Shrimp",False,100.0,100.0,True,0.0,0.0,True,0.28,0.28,True,0.0,0.0,True,678044002283.0,5,July '22
20g,per20g/servingspercontainer7,False,"Organic Artisan Crisps with Raisin, Pecan & Rosemary",Org. Mini Pecan & Raisin,False,80.0,80.0,True,0.3,0.3,True,0.19,0.13,False,5.0,5.0,True,678629900010.0,3,July '22
20g,per20g/servingspercontainer7,False,Organic Artisan Crisps with Cranberry & Hazelnut,Org Mini Hazelnut & Cranberry,False,70.0,80.0,False,0.0,0.0,True,0.19,0.16,False,7.0,4.0,False,678629900041.0,1,July '22
20g,20g,True,Organic Artisan Crisps with Cranberry & Cashew,"Organic Crisps, Cranberry & Cashew",False,70.0,70.0,True,0.2,0.0,False,0.13,0.13,True,7.0,7.0,True,678629900072.0,4,July '22
28g,,False,Roasted Lightly Salted Chickpeas,Lightly Salted Roasted Chickpeas,False,100.0,,False,0.4,,False,0.17,,False,0.0,,False,679339000212.0,0,July '22
125ml,125ml,True,Hearts of Palm in Slices,Heart of Palm Pieces,False,30.0,30.0,True,0.0,0.0,True,0.32,0.32,True,0.0,0.0,True,680852900033.0,5,July '22
50g,,False,Unsalted Mixed Nuts,Mixed Nuts Unsalted,False,290.0,,False,3.5,,False,0.003,,False,2.0,,False,685220000896.0,0,July '22
50g,50g,True,Dry Roasted Sea Salted Cashews,Cashews Dry Roasted Salted,False,290.0,290.0,True,4.5,4.5,True,0.32,0.32,True,3.0,3.0,True,685220007086.0,5,July '22
50g,,False,Dry Roasted Sea Salted Almonds,Dry Roasted Almonds Salted,False,280.0,,False,2.0,,False,0.14,,False,2.0,,False,685220007109.0,0,July '22
50g,50g,True,Peanut Butter Protein Cookie,"Protein Cookie, Peanut Butter",False,220.0,220.0,True,1.5,1.5,True,0.18,0.18,True,2.0,2.0,True,686207007044.0,5,July '22
20g,20g,True,Strawberry Vanilla Snack Bar,"Kids Protein Bar, Strawberry Vanilla",False,70.0,70.0,True,0.1,0.1,True,0.06,0.055,False,2.0,2.0,True,686207401019.0,4,July '22
24g,24g,True,Chocolate Chip Granola Bars,"Organic Granola Bars, Chocolate Chip",False,100.0,100.0,True,1.0,1.0,True,0.01,0.01,True,6.0,6.0,True,687456213019.0,5,July '22
24g,24g,True,Mixed Berry Granola Bars,"Organic Granola Bars, Mixed Berry",False,90.0,90.0,True,0.3,0.3,True,0.01,0.01,True,6.0,6.0,True,687456213026.0,5,July '22
22g,22g,True,Vanilla Crispy Squares,Crispy Squares Vanilla 6 Bars x (132 g),False,90.0,90.0,True,1.0,1.0,True,0.075,0.075,True,7.0,7.0,True,687456213262.0,5,July '22
24g,24g,True,Strawberry Granola Minis,Strawberry Granola Minis,True,90.0,90.0,True,0.3,0.3,True,0.01,0.01,True,6.0,6.0,True,687456224022.0,6,July '22
55g,55g,True,Strawberry Crispy Light Granola,Granola Strawberry,False,250.0,250.0,True,1.0,1.0,True,0.065,0.065,True,9.0,9.0,True,687456283074.0,5,July '22
24g,24g,True,Chocolate Banana Soft Baked Mini Cookies,Soft Baked Mini Cookies Chocolate Banana,False,120.0,120.0,True,2.5,2.5,True,0.065,0.065,True,7.0,7.0,True,687456283111.0,5,July '22
55g,55g,True,Cocoa Crunch Crispy Light Granola,Granola Cocoa Crunch,False,260.0,260.0,True,2.5,2.5,True,0.065,0.065,True,9.0,9.0,True,687456283128.0,5,July '22
24g,24g,True,Sweet Cinnamon Soft Baked Mini Cookies,"Made Good Soft Baked Mini Cookies, Cinnamon",False,110.0,110.0,True,2.0,2.0,True,0.07,0.07,True,7.0,7.0,True,687456283432.0,5,July '22
4g,4g,True,Monk Fruit Sweetener,Monk Fruit Sweetener,True,0.0,0.0,True,,0.0,False,,0.0,False,0.0,0.0,True,688120024542.0,4,July '22
43g,43g,True,Devil's Food Chocolate Cake Mix,Devil's Food Layer mix,False,170.0,170.0,True,2.5,1.5,False,0.37,0.49,False,18.0,19.0,False,691479122210.0,2,July '22
36g,36g,True,Lemon Cake Mix,Signature Lemon Cake,False,150.0,150.0,True,2.0,2.0,True,0.29,0.29,True,15.0,16.0,False,691479122302.0,4,July '22
45g,45g,True,Brownie Crunch Bar,"Slim Bar, Brownie Crunch",False,190.0,190.0,True,2.5,2.5,True,0.16,0.16,True,2.0,2.0,True,691535201019.0,5,July '22
45g,45g,True,Raspberry Truffle Bar,"Slim Bar, Raspberry Truffle",False,160.0,160.0,True,2.0,2.0,True,0.17,0.17,True,2.0,2.0,True,691535205017.0,5,July '22
50g,50g,True,Mint Chocolate Chip Bar,10 G Protein - Gluten Free - Ou Pareve - Non-Gmo Project Verified,False,200.0,200.0,True,3.0,3.0,True,0.16,0.16,True,14.0,14.0,True,691535525016.0,5,July '22
18g,18g,True,Organic Coconut Flour,Organic Coconut Flour,True,60.0,60.0,True,3.5,3.5,True,0.015,0.015,True,3.0,3.0,True,692752105685.0,6,July '22
37g,37g,True,Classic Organic Hazelnut Spread,Organic Hazelnut Spread Classic,False,210.0,210.0,True,5.0,6.0,False,0.0,0.0,True,12.0,12.0,True,692752107375.0,4,July '22
14g,14g,True,Organic Coconut Butter,Coconut Manna Pouch,False,100.0,100.0,True,9.0,9.0,True,0.0,0.0,True,1.0,1.0,True,692752110528.0,5,July '22
14g,14g,True,Organic Chocolate Coconut Butter,Coconut Manna Pouch Chocolate,False,80.0,80.0,True,7.0,7.0,True,0.01,0.01,True,1.0,1.0,True,692752110566.0,5,July '22
45g,,False,Dark Chocolate Almond Sea Salt Bar,Hemp Bar Dark Chocolate Almond,False,230.0,,False,4.0,,False,0.14,,False,7.0,,False,697658692352.0,0,July '22
45g,,False,Dark Chocolate & Cocoa Nibs Bar,Hemp Bar Dark Chocolate Cocoa Nibs,False,220.0,,False,4.0,,False,0.095,,False,8.0,,False,697658692383.0,0,July '22
45g,45g,True,Coconut Cashew Dark Chocolate Bar,Hemp Bar Coconut Cashew Dark Chocolate,False,230.0,230.0,True,6.0,6.0,True,0.075,0.075,True,8.0,8.0,True,697658692413.0,5,July '22
156g,156g,True,Fries & Chicken Bites,Michelina's Zap'ems Fries & Chicken Bites,False,250.0,250.0,True,1.5,1.5,True,0.3,0.3,True,1.0,1.0,True,717854212113.0,5,July '22
227g,227g,True,Light Macaroni and Cheese,Michelina's Macaroni and Cheese,False,240.0,240.0,True,3.0,3.0,True,0.62,0.62,True,1.0,1.0,True,717854214018.0,5,July '22
50g,50g,True,Coconut & Almond Butter Bar,"Energy Bar, Coconut Almond Butter (Case)",False,230.0,230.0,True,3.5,3.0,False,0.15,0.15,True,10.0,9.0,False,722252028150.0,3,July '22
50g,50g,True,Peanut Butter Bar,"Energy Bar, Peanut Butter (Case)",False,230.0,230.0,True,2.5,2.5,True,0.16,0.16,True,10.0,9.0,False,722252028280.0,4,July '22
68g,68g,True,Chocolate Almond Fudge Energy Bar,"Energy Bar, Chocolate Almond Fudge",False,250.0,250.0,True,1.5,1.5,True,0.16,0.14,False,20.0,20.0,True,722252124227.0,4,July '22
50g,50g,True,Chocolate & Peanut Butter Bar,"Energy Bar, Chocolate Peanut Butter (Case)",False,230.0,230.0,True,2.5,2.5,True,0.15,0.15,True,9.0,9.0,True,722252128201.0,5,July '22
68g,68g,True,Chocolate Peanut Butter Protein Bar,"Builder's Bar, Peanut Butter",False,290.0,290.0,True,6.0,6.0,True,0.33,0.33,True,17.0,17.0,True,722252606419.0,5,July '22
68g,68g,True,Chocolate Flavour Protein Bar,"Builder's Bar, Chocolate",False,280.0,280.0,True,6.0,6.0,True,0.21,0.21,True,17.0,17.0,True,722252606426.0,5,July '22
68g,68g,True,Chocolate Mint Flavour Protein Bar,"Builder's Bar, Chocolate Mint",False,280.0,280.0,True,6.0,6.0,True,0.2,0.2,True,17.0,17.0,True,722252606440.0,5,July '22
68g,68g,True,Vanilla Almond Protein Bar,"Builder's Protein Bar, Vanilla Almond",False,290.0,270.0,False,6.0,5.0,False,0.2,0.22,False,16.0,22.0,False,722252606457.0,1,July '22
480ml,480ml,True,Trilogy Organic Kombucha Drink,Kombucha Synergy Trilogy Organic & Raw,False,50.0,60.0,False,0.0,0.0,True,0.02,0.02,True,12.0,16.0,False,722430110479.0,3,July '22
480ml,480ml,True,Gingerade Kombucha Drink,GT's Kombucha Gingerade Organic & Raw Kombucha Drink,False,50.0,60.0,False,0.0,0.0,True,0.01,0.02,False,12.0,4.0,False,722430200477.0,2,July '22
480ml,480ml,True,Gingerberry Organic & Raw Kombucha Drink,Synergy Organic & Raw Gingerberry Kombucha Drink 1.4 L,False,50.0,50.0,True,0.0,0.0,True,0.02,0.02,True,12.0,12.0,True,722430600475.0,5,July '22
19g,,False,Garlic Romano Cheese Sticks,CheeseSticks Garlic Romano,False,80.0,,False,2.0,,False,0.12,,False,1.0,,False,724923103906.0,0,July '22
45g,45g,True,Pure Original Basmati,"Pure Basmati Rice, Bag",False,160.0,160.0,True,0.0,0.0,True,0.0,0.0,True,0.0,2.0,False,725299030346.0,4,July '22
40g,,False,Cassava Chips with Sea Salt,Cassava Sea Salt,False,200.0,,False,6.0,,False,0.16,,False,1.0,,False,728229015635.0,0,July '22
40g,40g,True,Mediterranean Exotic Vegetable Chips,"Vegetable Chips, Mediterranean",False,220.0,210.0,False,1.0,1.5,False,0.22,0.21,False,4.0,4.0,True,728229123583.0,2,July '22
40g,40g,True,Blues Potato Chips with Sea Salt,Blue,False,180.0,180.0,True,1.0,1.0,True,0.16,0.16,True,4.0,4.0,True,728229129547.0,5,July '22
40g,40g,True,Plantain Vegetable Chips,Exotic Vegetable Chips Plantains Sea Salt,False,210.0,0.0,False,9.0,9.0,True,0.11,0.11,True,1.0,1.0,True,728229140603.0,4,July '22
40g,40g,True,Original Exotic Vegetable Chips,Exotic Vegetables Chips,False,200.0,200.0,True,1.0,1.0,True,0.11,0.11,True,3.0,3.0,True,728229900016.0,5,July '22
125g,125g,True,Pacific Pink Salmon Skin-On Fillets,Pacific Salmon Fillets,False,150.0,150.0,True,0.5,0.5,True,0.085,0.085,True,0.0,0.0,True,731149515062.0,5,July '22
55g,55g,True,Crunchy Baked Oats Granola,Simply Granola Crunchy Baked Oats,False,230.0,230.0,True,2.0,2.0,True,0.005,0.005,True,9.0,9.0,True,737282350874.0,5,July '22
32g,32g,True,Crunchy Sunflower Butter,SunButter Original Crunch,False,200.0,200.0,True,1.5,2.0,False,0.13,0.12,False,3.0,3.0,True,737539190864.0,3,July '22
83ml,79ml,False,Unsweetened Premium Coconut Milk,Coconut Milk,False,150.0,140.0,False,13.0,12.0,False,0.02,0.02,True,1.0,1.0,True,737628011506.0,2,July '22
13g,13g,True,70% Cacao Extra Dark Chocolate,Lindt 70% Cacao,False,80.0,80.0,True,5.0,5.0,True,0.01,0.01,True,3.0,3.0,True,743434000986.0,5,July '22
13g,,False,Strawberries & Cream Flavoured White Chocolate,Lindor Strawberries & Cream,False,80.0,,False,4.5,,False,0.01,,False,6.0,,False,743434007206.0,0,July '22
68ml,68ml,True,Vanilla Bean Coconut Dipped Bars,"Coconut Dairy-Free Frozen Dessert Bars, Vanilla with Chocolate coating,68ml (Pack of 4)",False,170.0,160.0,False,10.0,10.0,True,0.0,0.025,False,12.0,13.0,False,744473274116.0,2,July '22
250ml,250ml,True,Organic Unsweetened Coconut Beverage,"So Delicious Coconut Beverage, Unsweetened, Dairy-Free, 946ml",False,45.0,45.0,True,4.0,4.0,True,0.015,0.015,True,0.0,0.0,True,744473292059.0,5,July '22
250ml,250ml,True,Organic Original Coconut Beverage,"So Delicious Coconut Beverage, Original, Dairy-Free, 946ml",False,70.0,70.0,True,4.0,4.0,True,0.015,0.015,True,7.0,7.0,True,744473292103.0,5,July '22
125ml,125ml,True,Holiday Nog Coconut Seasonal Beverage,Coconut Milk Holiday Nog,False,90.0,90.0,True,2.0,2.0,True,0.12,0.12,True,15.0,15.0,True,744473293315.0,5,July '22
30g,15G,False,Sea Salt Caramel Dark Chocolate,Chocolate,False,140.0,70.0,False,5.0,2.5,False,0.065,0.03,False,14.0,7.0,False,747599303142.0,0,July '22
250ml,240ml,False,100% Litchi Juice Blend,Litchi Juice,False,130.0,120.0,False,0.0,0.0,True,0.015,0.01,False,16.0,30.0,False,751217123456.0,1,July '22
250ml,240ml,False,Medley of Fruits Juice Blend,Fruit Medley Juice,False,120.0,130.0,False,0.0,0.0,True,0.015,0.01,False,17.0,29.0,False,751217123494.0,1,July '22
28g,28g,True,Simply Dark Hot Chocolate,Organic Simply Dark Hot Chocolate,False,120.0,120.0,True,1.0,1.0,True,0.003,0.003,True,15.0,0.0,False,752612000298.0,4,July '22
40g,40g,True,Milk Chocolate with 38% Cacao and a Hint of Hazelnut,Organic Milk Chocolate Bar,False,230.0,230.0,True,9.0,9.0,True,0.04,0.04,True,16.0,16.0,True,752612100158.0,5,July '22
40g,40g,True,Almond Dark Chocolate with 55% Cacao,"Organic Dark Chocolate Bar, Almonds 55%",False,230.0,230.0,True,8.0,9.0,False,0.0,0.0,True,16.0,16.0,True,752612100165.0,4,July '22
40g,40g,True,Bittersweet Dark Chocolate with 71% Cacao,Organic Bittersweet Chocolate Bar,False,230.0,230.0,True,10.0,11.0,False,0.0,0.0,True,11.0,11.0,True,752612100172.0,4,July '22
40g,40g,True,Extra Dark Chocolate with 80% Cacao,"Organic Dark Chocolate Bar, Panama Extra Dark 80%",False,240.0,240.0,True,12.0,12.0,True,0.0,0.0,True,8.0,8.0,True,752612100349.0,5,July '22
125ml,125g,False,Wild Mushroom Pasta Sauce,Wild Mushroom,False,80.0,60.0,False,0.5,0.5,True,0.37,0.27,False,3.0,2.0,False,753469010034.0,1,July '22
47g,,False,Outlaw Spicy BBQ Rolled Tortilla Chips,Barcel Takis Outlaw,False,250.0,,False,3.5,,False,0.18,,False,2.0,,False,757528040666.0,0,July '22
10ml,10ml,True,100% Pure Vegetable Oil,Vegetable Oil,False,80.0,80.0,True,1.5,1.5,True,,0.0,False,,0.0,False,761720000144.0,3,July '22
10ml,10ml,True,100% Pure Canola Oil,Canola Oil,False,80.0,80.0,True,0.5,0.5,True,,0.0,False,,0.0,False,761720192085.0,3,July '22
10ml,10ml,True,100% Pure Corn Oil,Corn Oil,False,80.0,80.0,True,1.0,1.0,True,,0.0,False,,0.0,False,761720192115.0,3,July '22
