serving_size_raw_mintel,serving_size_raw_loblaws,serving_size_raw_exact_match,name_mintel,name_loblaws,name_exact_match,calories_mintel,calories_loblaws,calories_exact_match,saturatedfat_mintel,saturatedfat_loblaws,saturatedfat_exact_match,sodium_mintel,sodium_loblaws,sodium_exact_match,sugar_mintel,sugar_loblaws,sugar_exact_match,upc_code,total_match_count,date
,,False,Pumpkin Spice Flavoured Ground Coffee K-Cup Pods,Pumpkin Spice Flavoured Ground Coffee K-Cup Pods,True,,,False,,,False,,,False,,,False,762111311122.0,1,July '22
,,False,Holiday Blend Medium Roast Ground Coffee K-Cup Pods,K-CUP Roast Ground Coffee Holiday Blend,False,,,False,,,False,,,False,,,False,762111984142.0,0,July '22
30g,,False,Guacamole Squeeze,Squeeze Guacamole,False,50.0,,False,0.0,,False,0.14,,False,1.0,,False,767119724509.0,0,July '22
28g,per28g,False,Reserve Cheddar Cheese,"Irish Cheddar, 2-Year Aged",False,110.0,110.0,True,6.0,6.0,True,0.21,0.21,True,0.0,0.0,True,767707001586.0,4,July '22
30g,30g,True,Roasted Garlic Hummus,"Organic Hummus, Roasted Garlic",False,80.0,80.0,True,0.5,0.5,True,0.12,0.12,True,1.0,1.0,True,770333026526.0,5,July '22
30g,30g,True,Traditional Hummus,"Organic Hummus, Traditional",False,80.0,80.0,True,0.5,0.5,True,0.12,0.12,True,1.0,1.0,True,770333026557.0,5,July '22
150g,,False,Blueberry Vanilla Ready-to-Eat Oat Bowl,Oat Bowl Vanilla 3 Pack,False,210.0,,False,3.5,,False,0.2,,False,8.0,,False,773200718470.0,0,July '22
150g,,False,Apple Cinnamon Ready-to-Eat Oat Bowl,Oatbowl Apple Cinnamon 3 Pack,False,230.0,,False,4.5,,False,0.2,,False,9.0,,False,773200718487.0,0,July '22
150g,,False,Vanilla Ready-to-Eat Oat Bowl,Oatbowl Vanilla 3 Pack,False,270.0,,False,6.0,,False,0.2,,False,9.0,,False,773200718494.0,0,July '22
140g,,False,Barbeque Sweet Asian BBQ Pulled Pork in Sweet & Savoury Sauce,Asian Pulled Pork,False,280.0,,False,4.5,,False,0.76,,False,11.0,,False,773220104048.0,0,July '22
32g,32g,True,Creamy Toasted Soy Spread,Soy Spread Toasted 5 To-Go Cups,False,190.0,190.0,True,3.0,3.0,True,0.1,0.1,True,4.0,4.0,True,773948500009.0,5,July '22
30g,30g,True,Unsalted Cashews,"Cashews, Unsalted",False,190.0,180.0,False,3.0,3.0,True,0.0,0.0,True,3.0,3.0,True,776703042523.0,4,July '22
250ml,250ml,True,Organic Mango & Peach Juice,Organic Mango & Peach Juice,True,120.0,120.0,True,0.1,0.1,True,0.005,0.005,True,26.0,26.0,True,779172417199.0,6,July '22
,,False,Organic Japanese Green Tea,Organic Green Tea,False,,,False,,,False,,,False,,,False,779192402328.0,0,July '22
28g,28g,True,Hot Muffuletta,Tapenade Muffuletta Hot,False,50.0,50.0,True,0.0,0.0,True,0.26,0.26,True,0.0,0.0,True,779921372052.0,5,July '22
30g,30g,True,Paneer Cheese,Fresh Paneer,False,90.0,90.0,True,5.0,5.0,True,0.005,0.005,True,1.0,1.0,True,797677100170.0,5,July '22
15ml,15ml,True,Our Famous Teriyaki Sauce,Teriyaki Sauce,False,20.0,25.0,False,0.0,0.0,True,0.35,0.36,False,4.0,5.0,False,804810881008.0,2,July '22
50g,50g,True,Fiery Chile Limón Tortilla Chips,Fiery Chili Limon Tortilla Chips,False,250.0,250.0,True,2.0,2.0,True,0.34,0.34,True,1.0,1.0,True,810002650055.0,5,July '22
250ml,,False,Original Plant-Based Beverage,Sproud Plant Based Original Beverage,False,90.0,,False,0.7,,False,0.095,,False,6.0,,False,810032260019.0,0,July '22
250ml,,False,Chocolate Flavoured Plant-Based Beverage,Sproud Plant Based Chocolate Beverage,False,125.0,,False,0.7,,False,0.095,,False,11.0,,False,810032260033.0,0,July '22
250ml,,False,Unsweetened Plant-Based Beverage,Sproud Plant Based Unsweetened Beverage,False,60.0,,False,0.4,,False,0.095,,False,0.0,,False,810032260071.0,0,July '22
55g,85g,False,No Salt Added Wild Albacore Tuna,"Wild Solid White Albacore Tuna, No Salt Added",False,90.0,110.0,False,0.7,0.5,False,0.015,0.045,False,,0.0,False,810757005117.0,0,July '22
55g,113g,False,No Salt Added Wild Sockeye Salmon,"Wild Sockeye Salmon, No Added Salt",False,110.0,190.0,False,2.0,1.5,False,0.035,0.055,False,,0.0,False,810757005520.0,0,July '22
55g,55g,True,Wild Sockeye Salmon,Wild Skinless Boneless Sockeye Salmon,False,70.0,70.0,True,0.4,0.4,True,0.15,0.15,True,,0.0,False,810757006510.0,4,July '22
56g,56g,True,Wild Pacific Sardines in Tomato Sauce,"Wild Pacific Sardines, Tomato Sauce",False,80.0,90.0,False,1.5,1.0,False,0.15,0.18,False,1.0,1.0,True,810757009177.0,2,July '22
62g,62g,True,Gluten Free Artisan Baker Multigrain Bread,Schär Gluten Free Artisan Baker Multigrain Bread,False,170.0,180.0,False,0.3,0.5,False,0.21,0.21,True,4.0,4.0,True,810757011248.0,3,July '22
62g,62g,True,Gluten Free Artisan Baker White Bread,Schär Gluten Free Artisan Baker White Bread,False,170.0,170.0,True,0.2,0.4,False,0.23,0.21,False,5.0,4.0,False,810757011255.0,2,July '22
80ml,80ml,True,Bourbon Vanilla Bean Small Batch Gelato,Bourbon Vanilla Bean Gelato,False,110.0,100.0,False,2.0,2.0,True,0.03,0.025,False,15.0,15.0,True,812827003016.0,3,July '22
45g,,False,"Rice, Buckwheat & Split Pea Blend",Organic Rice Split Pea,False,160.0,,False,0.2,,False,0.0,,False,1.0,,False,813515020018.0,0,July '22
45g,,False,Organic Rice & Lentil Blend,Organic Rice and Lentil Blend,False,160.0,,False,0.3,,False,0.0,,False,0.0,,False,813515020025.0,0,July '22
45g,,False,"Organic Wheat, Barley & Oat Blend",Organic Wheat Barley oat,False,160.0,,False,0.3,,False,0.0,,False,0.0,,False,813515020032.0,0,July '22
,,False,Organic Ground Black Pepper,Ground Black Pepper Organic,False,,,False,,,False,,,False,,,False,813724024135.0,0,July '22
60g,60g,True,Simply Nutty Muesli,Simply Nutty Muesli,True,230.0,230.0,True,0.5,0.5,True,0.005,0.005,True,9.0,9.0,True,814930010486.0,6,July '22
15ml,15ml,True,Traditional Avocado Oil Mayonnaise,Avocado Oil Mayo,False,100.0,100.0,True,2.0,1.5,False,0.055,0.085,False,,0.0,False,815074020003.0,2,July '22
5ml,5.0ml,False,Red Hot Sauce,El Yucateco Red Hot Sauce,False,0.0,0.0,True,,0.0,False,0.09,0.09,True,,0.0,False,816493010019.0,2,July '22
5ml,5.0ml,False,Green Hot Sauce,"Green Hot Sauce, Habanero Pepper",False,0.0,0.0,True,,0.0,False,0.095,0.1,False,,0.0,False,816493010026.0,1,July '22
5ml,5.0ml,False,Sauce Kutbil-ik Au Piment Habanero Xxxtra Hot Sauce,Extra Hot Sauce,False,0.0,0.0,True,,0.0,False,0.105,0.105,True,,0.0,False,816493010057.0,2,July '22
5ml,5.0ml,False,Caribbean Hot Sauce,"Caribbean Sauce, Hot",False,0.0,0.0,True,,0.0,False,0.075,0.075,True,,0.0,False,816493010156.0,2,July '22
1ml,1/4tsp,False,Original Zero Calorie Liquid Sweetener,Pure Via Stevia Liquid,False,0.0,0.0,True,,0.0,False,,0.0,False,,0.0,False,816757000664.0,1,July '22
50g,50g,True,Sweet & Salty Kettle Popcorn,Popcorn Sweet & Salty Kettle,False,250.0,250.0,True,1.0,1.0,True,0.2,0.2,True,13.0,13.0,True,816925021088.0,5,July '22
50g,50g,True,Butter Flavoured Popcorn,Popcorn Butter Flavoured,False,250.0,250.0,True,2.0,2.0,True,0.34,0.34,True,2.0,2.0,True,816925021095.0,5,July '22
50g,50g,True,Vitality Mix,Energy Women's Vitality Mix,False,220.0,220.0,True,3.0,3.0,True,0.01,0.01,True,14.0,14.0,True,817699000071.0,5,July '22
50g,28g,False,Raw Macadamia Nuts,Raw Macadamia Nuts,True,360.0,200.0,False,6.0,3.5,False,0.003,0.001,False,2.0,1.0,False,817699000095.0,1,July '22
50g,40g,False,Raw Pecan Nuts,Roasted Pecan Halves,False,350.0,270.0,False,3.0,2.0,False,0.0,0.0,True,2.0,1.0,False,817699000101.0,1,July '22
40g,28g,False,Organic Raw Almonds,Organic Almonds,False,240.0,160.0,False,2.0,1.0,False,0.015,0.0,False,3.0,1.0,False,817699000316.0,0,July '22
50g,50g,True,Organic Pumpkin Seeds,Organic Raw Pumpkin Seeds,False,280.0,280.0,True,4.5,4.5,True,0.004,0.004,True,1.0,1.0,True,817699000347.0,5,July '22
50g,50g,True,Organic Walnut,Organic Walnut Halves,False,330.0,330.0,True,3.0,3.0,True,0.001,0.001,True,1.0,1.0,True,817699000361.0,5,July '22
40g,28g,False,Organic Raw Cashews,Organic Raw Cashews,True,230.0,150.0,False,3.5,2.0,False,0.0,0.003,False,3.0,2.0,False,817699000378.0,1,July '22
473ml,,False,Marshmallow Caffeinated Energy Drink,Rockstar Xd Thermo Marshmallow,False,10.0,,False,0.0,,False,0.045,,False,,,False,818094007887.0,0,July '22
250ml,250ml,True,Organic Fresh Ginger Kombucha,Kombucha Ginger,False,32.0,35.0,False,0.0,0.0,True,0.0,0.0,True,8.0,9.0,False,818762000349.0,3,July '22
250ml,250ml,True,Organic Hibiscus & Rose Hips Kombucha,Kombucha Hibis Rose,False,24.0,35.0,False,0.0,0.0,True,0.0,0.0,True,6.0,9.0,False,818762000363.0,3,July '22
207ml,207ml,True,Kiwi & Pineapple Organic Sparkling Fermented Beverage,"Low Sugar Kombucha, Kiwi & Pineapple",False,4.0,4.0,True,0.0,0.0,True,0.0,0.0,True,1.0,1.0,True,818762001803.0,5,July '22
207ml,207ml,True,Mango & Papaya Organic Sparkling Fermented Beverage,"Low Sugar Kombucha, Mango & Papaya",False,4.0,4.0,True,0.0,0.0,True,0.0,0.0,True,1.0,1.0,True,818762001810.0,5,July '22
473ml,236ml,False,100% Pomegranate Blueberry Juice from Concentrate,100% Pomegranate & Blueberry Juice,False,300.0,150.0,False,,0.0,False,,0.0,False,62.0,30.0,False,824150704164.0,0,July '22
100g,,False,Sweet Kale Chopped Kit,Sweet Kale Chopped Salad Kit,False,200.0,,False,2.0,,False,0.17,,False,9.0,,False,824862006440.0,0,July '22
30g,,False,Roasted Red Peppers,Savor Organic Roasted Red Peppers,False,5.0,,False,0.0,,False,0.0,,False,0.0,,False,827683000574.0,0,July '22
15g,,False,Whole Kalamata Olives,Savor Kalamata Olives Whole,False,25.0,,False,0.0,,False,0.15,,False,0.0,,False,827683001175.0,0,July '22
40g,40g,True,Original Vegetable and Potato Snack,Veggie Chips,False,190.0,190.0,True,1.0,1.0,True,0.33,0.33,True,1.0,1.0,True,829515301378.0,5,July '22
40g,40g,True,BBQ Vegetable and Potato Snack,Garden Veggie Chips BBQ Vegetable and Potato Snack,False,210.0,210.0,True,1.5,1.5,True,0.2,0.2,True,3.0,3.0,True,829515310189.0,5,July '22
2.8g,2.8g,True,Spearmint Gum,Spearmint Gum Pack,False,5.0,5.0,True,,0.0,False,,0.0,False,,0.0,False,830028000917.0,2,July '22
2.8g,2.8g,True,Wintergreen Gum,Wintergreen Pack,False,10.0,10.0,True,,0.0,False,,0.0,False,,0.0,False,830028000979.0,2,July '22
40g,,False,Organic Ice Wand Freezies,Organic Ice Wands Freezies,False,20.0,,False,,,False,0.001,,False,5.0,,False,838913000134.0,0,July '22
500ml,,False,Collagen-Infused Spring Water with Natural Pink Grapefruit Flavour,"Collogan Water, Grapefruit",False,40.0,,False,0.0,,False,0.01,,False,0.0,,False,840277000620.0,0,July '22
39g,,False,Cookies & Cream Flavoured Snack Bars,Cookies and Cream,False,190.0,,False,6.0,,False,0.07,,False,1.0,,False,840659000057.0,0,July '22
39g,,False,Lemon Mousse Flavour Snack Bar,Lemon Mousse,False,190.0,,False,7.0,,False,0.07,,False,2.0,,False,840659000118.0,0,July '22
40g,,False,Chocolatey Almond Nut Bar,Lovegoodfats Chewy-Nutty Chocolatey Almond Bar,False,190.0,,False,2.0,,False,0.13,,False,2.0,,False,840659000231.0,0,July '22
40g,,False,Coconut Macadamia Nut Bar,Lovegoodfats Chewy-Nutty Coconut Macadamia Bar,False,190.0,,False,3.0,,False,0.125,,False,1.0,,False,840659000293.0,0,July '22
,,False,Sweet Espresso Medium Dark Roast Whole Bean Arabica Coffee,"Fairtrade Organic Coffee, Sweet Espresso Medium Dark Roast, Whole Bean Espresso Coffee",False,,,False,,,False,,,False,,,False,841631826030.0,0,July '22
150g,150g,True,Meat-Free Lightly Breaded Turk'y Cutlets,Lightly Breaded Turkey,False,260.0,260.0,True,1.0,1.0,True,0.48,0.51,False,1.0,1.0,True,842234001145.0,4,July '22
90g,90g,True,Classic Meatless Meatballs,Meatless Meatballs,False,140.0,140.0,True,0.5,0.5,True,0.32,0.32,True,1.0,1.0,True,842234001718.0,5,July '22
4g,,False,Classic Monkfruit Sweetener with Erythritol,Monkfruit Sweetner,False,0.0,,False,,,False,0.0,,False,0.0,,False,843076000105.0,0,July '22
15g,15g,True,Light Sweet Miso,From Japan Light Sweet Miso,False,25.0,25.0,True,,0.0,False,0.42,0.42,True,2.0,2.0,True,845172000195.0,4,July '22
15g,15g,True,Brown Rice Miso,From Japan Brown Rice Miso,False,20.0,20.0,True,,0.0,False,0.69,0.6900000000000001,False,1.0,1.0,True,845172000201.0,3,July '22
90g,90g,True,Apple Grape Fruit Sauce,"Squeeze, Apple Grape",False,70.0,70.0,True,0.0,0.0,True,0.0,0.0,True,14.0,14.0,True,848860001634.0,5,July '22
90g,,False,Apple Maple Syrup Fruit Sauce,"Apple Maple, Pouch",False,70.0,,False,0.0,,False,0.0,,False,15.0,,False,848860043474.0,0,July '22
355ml,355ml,True,Lemon Lime Twist Zero Calorie Soda,Lemon Lime Twist,False,0.0,0.0,True,,0.0,False,0.0,0.0,True,0.0,0.0,True,849429001218.0,4,July '22
355ml,355ml,True,Orange Zero Calorie Soda,Orange,False,0.0,0.0,True,,0.0,False,0.0,0.0,True,0.0,0.0,True,849429001225.0,4,July '22
355ml,355ml,True,Ginger Root Beer Zero Calorie Soda,Ginger Root Beer,False,0.0,0.0,True,,0.0,False,0.0,0.02,False,0.0,0.0,True,849429001232.0,3,July '22
100g,,False,Plant-Based Simulated Ground Beef,Beyond Beef Grounds,False,250.0,,False,6.0,,False,0.3,,False,0.0,,False,850004207291.0,0,July '22
40g,,False,Dark Chocolate & Peanut Butter Bar,Dark Chocolate & Peanut Butter Bar,True,180.0,,False,3.0,,False,0.135,,False,9.0,,False,850005582007.0,1,July '22
40g,,False,Madagascar Vanilla Almond & Honey Bar,"Madagascar Vanilla, Honey, California Almonds and Flaxseeds Bar",False,170.0,,False,1.0,,False,0.085,,False,6.0,,False,850005582021.0,0,July '22
40g,,False,Peanut Butter & Jam Bar,Peanut Butter & Jam Bar,True,150.0,,False,1.0,,False,0.15,,False,11.0,,False,850005582106.0,1,July '22
40g,,False,Peanut Butter & Jam Bar,Peanut Butter & Jam Bar (Case),False,150.0,,False,1.0,,False,0.15,,False,11.0,,False,850005582113.0,0,July '22
88ml,,False,Mint Chip Frozen Dessert Bars,Mint Chocolate Chip Bars,False,80.0,,False,1.5,,False,0.07,,False,7.0,,False,850005984023.0,0,July '22
88ml,,False,Strawberry Cheesecake Frozen Dessert Bars,Strawberry Cheeseake Bars,False,90.0,,False,1.0,,False,0.08,,False,8.0,,False,850005984030.0,0,July '22
28g,,False,Truffle Heirloom Popcorn,Popcorn Truffle Popcorn,False,135.0,,False,0.5,,False,0.12,,False,0.0,,False,850012337317.0,0,July '22
15ml,15ml,True,Classic Mayonnaise,Sir Kensington's Classic Mayonnaise,False,100.0,100.0,True,1.0,1.0,True,0.095,0.095,True,,0.0,False,850551005111.0,4,July '22
15ml,14ml,False,Chipotle Mayonnaise Style Dressing,Sir Kensington's Chipotle Mayonnaise,False,90.0,90.0,True,1.0,1.0,True,0.1,0.1,True,,0.0,False,850551005128.0,3,July '22
30g,30g,True,Chocolate Goodness Granola,"Oat Clusters, Chocolate Cocoa Goodness",False,120.0,130.0,False,1.0,1.0,True,0.03,0.035,False,6.0,8.0,False,850563002542.0,2,July '22
63g,63g,True,Strawberry Raspberry Hot Oats,"Hot Oats, Strawberry Raspberry",False,230.0,230.0,True,0.5,0.5,True,0.0,0.0,True,12.0,12.0,True,850563003617.0,5,July '22
63g,63g,True,Blueberry Banana Walnut Hot Oats,"Hot Oats, Blueberry Banana Walnut",False,240.0,240.0,True,0.5,0.5,True,0.0,0.0,True,12.0,12.0,True,850563003624.0,5,July '22
30g,35g,False,Original Unsweetened Toasted Rice & Bean Cereal,"Power O's, Original",False,100.0,130.0,False,0.0,0.0,True,0.09,0.1,False,1.0,2.0,False,850563005536.0,1,July '22
40g,35g,False,Chocolate Toasted Rice & Bean Cereal,"Power O's, Chocolate",False,120.0,120.0,True,0.4,0.0,False,0.075,0.06,False,9.0,9.0,True,850563005550.0,2,July '22
188ml,,False,Strawberry Frozen Dessert,"Ice Cream, ;
;Strawberry",False,110.0,,False,1.5,,False,0.15,,False,9.0,,False,851041008421.0,0,July '22
355ml,355ml,True,Cucumber Soda,"Dry Soda, Cucumber (Case)",False,45.0,45.0,True,,0.0,False,0.0,0.0,True,11.0,11.0,True,851818001440.0,4,July '22
355ml,,False,Sparkling Fuji Apple Soda,Fuji Apple 4 Bottles x (1.42 L),False,65.0,,False,,,False,0.0,,False,16.0,,False,851818001532.0,0,July '22
355ml,355ml,True,Sparkling Watermelon Soda,"Soda, Watermelon",False,50.0,50.0,True,,0.0,False,0.0,0.0,True,12.0,12.0,True,851818001969.0,4,July '22
,,False,Spring Water,Earth Group Aluminium Bottle Spring Water,False,,,False,,,False,,,False,,,False,852695001301.0,0,July '22
33g,33g,True,Spicy Chili Plant Based Protein Chips,Simply Protein Chips Chili,False,150.0,150.0,True,0.4,0.4,True,0.23,0.23,True,1.0,1.0,True,852735001131.0,5,July '22
40g,40g,True,Classic Coconut Chips,"Coconut Chips, Classic",False,220.0,220.0,True,14.0,14.0,True,0.24,0.24,True,14.0,14.0,True,852953001470.0,5,July '22
40g,40g,True,Chocolate Coconut Chips,"Coconut Chips, Cheeky Chocolate",False,220.0,240.0,False,14.0,16.0,False,0.15,0.16,False,14.0,5.0,False,852953001555.0,1,July '22
24g,24g,True,Coconut Cashew Gluten Free Bites,"Gluten Free Bites, Coconut Cashew",False,110.0,110.0,True,3.0,3.0,True,0.04,0.045,False,5.0,6.0,False,853056004382.0,3,July '22
24g,24g,True,PB&J Gluten Free Bites,"Gluten Free Bites, Peanut Butter & Jam",False,100.0,110.0,False,1.0,1.0,True,0.04,0.045,False,5.0,6.0,False,853056004405.0,2,July '22
30g,30g,True,Super Seed Everything Crackers,Super Seed Seaweed & Black Sesame Crackers,False,150.0,150.0,True,1.0,1.0,True,0.22,0.22,True,0.0,0.0,True,853665005091.0,5,July '22
473ml,250ml,False,Iced Tea with Black Tea & Lemon,Lemon Iced Tea,False,120.0,60.0,False,,0.0,False,0.0,0.001,False,29.0,12.0,False,853790001012.0,0,July '22
14ml,14ml,True,"Chosen Blend Organic High Oleic Safflower, Avocado and Coconut Oil",Chosen Blend All-Purpose Cooking Oil Organic,False,120.0,120.0,True,1.0,1.0,True,0.0,0.0,True,0.0,0.0,True,853807005859.0,5,July '22
85g,,False,Organic Chickpea Fusilli Pasta,Chickpea Fusilli,False,310.0,,False,1.0,,False,0.115,,False,1.0,,False,854183006270.0,0,July '22
91g,91g,True,Organic World's Best Veggie Burgers,World's Best Veggie Burger 2 Patties,False,160.0,190.0,False,0.5,5.0,False,0.26,0.35000000000000003,False,0.0,0.0,True,854262003381.0,2,July '22
125ml,125ml,True,Cherry Tomatoes Pasta Sauce,Cherry Tomatoes Pasta Sauce,True,50.0,50.0,True,0.0,0.0,True,0.24,0.24,True,6.0,6.0,True,854693000256.0,6,July '22
40g,,False,Cinnamon Toasted Bean & Rice Cereal,Lion Hearts,False,120.0,,False,0.0,,False,0.125,,False,9.0,,False,855024006220.0,0,July '22
30g,,False,Pecan Shortbread Paleo Cookies,Cookies Pecan Shortbread,False,120.0,,False,0.5,,False,0.07,,False,8.0,,False,855780004409.0,0,July '22
30g,,False,Cherry Almond Paleo Cookies,Cookies Cherry Almond 9 Cookies,False,120.0,,False,0.5,,False,0.075,,False,8.0,,False,855780004416.0,0,July '22
30g,,False,Sweet Cinnamon Paleo Cookies,Cookies Sweet Cinnamon,False,120.0,,False,0.5,,False,0.09,,False,8.0,,False,855780004430.0,0,July '22
50g,50g,True,Sea Salt Thin & Crispy Pretzel Chips,Pressels Sea Salt Thin & Crispy Pretzel Chips,False,200.0,200.0,True,1.8,2.0,False,0.37,0.37,True,4.0,4.0,True,856424000108.0,4,July '22
50g,50g,True,Sesame Thin & Crispy Pretzel Chips,Pressels Sesame Thin & Crispy Pretzel Chips,False,200.0,200.0,True,1.8,2.0,False,0.37,0.37,True,4.0,4.0,True,856424000115.0,4,July '22
24g,,False,Dark Chocolate Almond Gluten Free Bites,Dark Chococolate Almond Bites,False,110.0,,False,1.0,,False,0.02,,False,5.0,,False,856818008222.0,0,July '22
9.3g,,False,Cultured Vegan Butter Alternative,Miyoko's Butter Cultured Vegan,False,60.0,,False,5.0,,False,0.045,,False,,,False,857554005889.0,0,July '22
5g,5.0g,False,Lovely Lemonade Powder Drink Mix Sticks,Organic Lemonade Powder Drink Mix Sticks 7 Packets,False,15.0,15.0,True,,0.0,False,0.0,0.0,True,4.0,4.0,True,857880006338.0,3,July '22
5g,5.0g,False,Truly Tropical Punch Drink Mix Sticks,Organic Tropical Punch Powder Drink Mix Sticks 7 Packets,False,15.0,15.0,True,,0.0,False,0.0,0.0,True,4.0,4.0,True,857880006352.0,3,July '22
5g,5.0g,False,Big Orange Burst Powder Drink Mix Sticks,Organic Orange Powder Drink Mix Sticks 7 Packets,False,15.0,15.0,True,,0.0,False,0.0,0.0,True,4.0,4.0,True,857880006390.0,3,July '22
128g,128ml,False,"Apples, Bananas & Blueberries Organic Puree","Organic Puree, Apples Bananas & Blueberries",False,80.0,80.0,True,,0.0,False,0.005,0.005,True,14.0,14.0,True,858860001022.0,3,July '22
50g,,False,Apple and Cinnamon Flavoured Morning Fibre Bar,YoFiit Morning Fibre Apple Cinnamon Fibre Bar,False,180.0,,False,1.0,,False,0.03,,False,5.0,,False,859100001123.0,0,July '22
50g,,False,Choco Goji Midday Energy Bar,YoFiit Midday Energy Choco Goji Energy Bar,False,210.0,,False,4.0,,False,0.015,,False,5.0,,False,859100001130.0,0,July '22
250ml,,False,Unsweetened Original Chickpea & Flaxseed Beverage,YoFiit Miylk10 Chickpea & Flaxseed Beverage Unsweetened Original,False,70.0,,False,0.3,,False,0.09,,False,0.0,,False,859100001215.0,0,July '22
250ml,,False,Unsweetened Cinnamon Vanilla Chickpea & Flaxseed Beverage,YoFiit Miylk10 Chickpea & Flaxseed Beverage Unsweetened Cinnamon / Vanilla Flavour,False,70.0,,False,0.3,,False,0.09,,False,0.0,,False,859100001307.0,0,July '22
355ml,,False,Choco Latte,Dose Chocolate Caashew Milk,False,259.0,,False,3.0,,False,0.225,,False,13.0,,False,859127001779.0,0,July '22
22g,22g,True,Cheddar Flavour Slices,Cheddar Style Slices,False,60.0,60.0,True,4.5,4.0,False,0.18,0.17,False,0.0,0.0,True,871459000329.0,3,July '22
154g,154g,True,Thin Crust Gluten-Free Margherita Pizza,Margharita Pizza,False,400.0,370.0,False,5.0,4.0,False,0.74,0.65,False,4.0,6.0,False,871459002422.0,1,July '22
67g,67g,True,Cheddar Style Deluxe Sauce,Deluxe Cheddar Sauce,False,150.0,150.0,True,5.0,5.0,True,0.88,0.88,True,1.0,1.0,True,871459007045.0,5,July '22
40g,40g,True,Algarve Chocolate Bark with Almonds and Sea Salt,Algarve Chocolate Bark,False,200.0,230.0,False,7.0,10.0,False,0.08,0.08,True,12.0,11.0,False,877693003195.0,2,July '22
40g,40g,True,Carazel Chocolate Bark with Caramelized Nuts and Sea Salt,"Carazel Chocolate Bark, Caramelized Nuts",False,200.0,230.0,False,7.0,10.0,False,0.1,0.1,True,13.0,12.0,False,877693003201.0,2,July '22
237ml,,False,100% Cherry Juice,CHERRISH CHERRY JUICE 1L,False,110.0,,False,0.0,,False,0.023,,False,23.0,,False,882832000058.0,0,July '22
7g,,False,Mixed Berry Sports Hydration Mix,Biosteel #Drinkthepink Powder Natural High Performance Sports Mix,False,5.0,,False,,,False,0.14,,False,0.0,,False,883309355541.0,0,July '22
